ID,image-3sec,image,segmentedRailImage,probaObstacle1,x1,dx1,y1,dy1,probaObstacle2,x2,dx2,y2,dy2,probaObstacle3,x3,dx3,y3,dy3
1908,1908_1.jpg,1908_2.jpg,1908_rail.png,1.0,0.0734,0.1656,0.4583,0.1278,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
1086,1086_1.jpg,1086_2.jpg,1086_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
670,0670_1.jpg,0670_2.jpg,0670_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
814,0814_1.jpg,0814_2.jpg,0814_rail.png,1.0,0.6344,0.1922,0.3722,0.1556,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
2160,2160_1.jpg,2160_2.jpg,2160_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
1601,1601_1.jpg,1601_2.jpg,1601_rail.png,1.0,0.4539,0.1422,0.3958,0.1528,1.0,0.2492,0.1562,0.4986,0.1319,0.0,0.5,0.0,0.5,0.0
1603,1603_1.jpg,1603_2.jpg,1603_rail.png,1.0,0.2766,0.1437,0.3889,0.1528,1.0,0.357,0.1594,0.5181,0.1167,0.0,0.5,0.0,0.5,0.0
134,0134_1.jpg,0134_2.jpg,0134_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
227,0227_1.jpg,0227_2.jpg,0227_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
1420,1420_1.jpg,1420_2.jpg,1420_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
1717,1717_1.jpg,1717_2.jpg,1717_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
2243,2243_1.jpg,2243_2.jpg,2243_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
2071,2071_1.jpg,2071_2.jpg,2071_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
2286,2286_1.jpg,2286_2.jpg,2286_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
557,0557_1.jpg,0557_2.jpg,0557_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
1612,1612_1.jpg,1612_2.jpg,1612_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
1196,1196_1.jpg,1196_2.jpg,1196_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
1387,1387_1.jpg,1387_2.jpg,1387_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
2080,2080_1.jpg,2080_2.jpg,2080_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
1477,1477_1.jpg,1477_2.jpg,1477_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
544,0544_1.jpg,0544_2.jpg,0544_rail.png,1.0,0.5602,0.2141,0.3111,0.1556,1.0,0.557,0.3156,0.1431,0.2583,0.0,0.5,0.0,0.5,0.0
2203,2203_1.jpg,2203_2.jpg,2203_rail.png,1.0,0.3203,0.1406,0.3667,0.1431,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
2103,2103_1.jpg,2103_2.jpg,2103_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
2182,2182_1.jpg,2182_2.jpg,2182_rail.png,1.0,0.5344,0.15,0.5097,0.1431,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
2234,2234_1.jpg,2234_2.jpg,2234_rail.png,1.0,0.2906,0.1141,0.3639,0.1194,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
115,0115_1.jpg,0115_2.jpg,0115_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
107,0107_1.jpg,0107_2.jpg,0107_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
728,0728_1.jpg,0728_2.jpg,0728_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
1664,1664_1.jpg,1664_2.jpg,1664_rail.png,1.0,0.4805,0.1516,0.4333,0.1222,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
1899,1899_1.jpg,1899_2.jpg,1899_rail.png,1.0,0.1539,0.1437,0.4181,0.1139,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
1175,1175_1.jpg,1175_2.jpg,1175_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
943,0943_1.jpg,0943_2.jpg,0943_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
2181,2181_1.jpg,2181_2.jpg,2181_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
1984,1984_1.jpg,1984_2.jpg,1984_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
2030,2030_1.jpg,2030_2.jpg,2030_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
743,0743_1.jpg,0743_2.jpg,0743_rail.png,1.0,0.5445,0.093,0.4625,0.0806,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
255,0255_1.jpg,0255_2.jpg,0255_rail.png,1.0,0.5266,0.1305,0.2236,0.1319,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
1580,1580_1.jpg,1580_2.jpg,1580_rail.png,1.0,0.5344,0.1703,0.3861,0.1333,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
1215,1215_1.jpg,1215_2.jpg,1215_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
1015,1015_1.jpg,1015_2.jpg,1015_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
1153,1153_1.jpg,1153_2.jpg,1153_rail.png,1.0,0.5188,0.1211,0.4181,0.0972,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
602,0602_1.jpg,0602_2.jpg,0602_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
247,0247_1.jpg,0247_2.jpg,0247_rail.png,1.0,0.1992,0.2719,0.1931,0.1472,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
2063,2063_1.jpg,2063_2.jpg,2063_rail.png,1.0,0.4891,0.1797,0.3972,0.1431,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
569,0569_1.jpg,0569_2.jpg,0569_rail.png,1.0,0.4359,0.3563,0.175,0.3194,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
358,0358_1.jpg,0358_2.jpg,0358_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
1273,1273_1.jpg,1273_2.jpg,1273_rail.png,1.0,0.4797,0.1187,0.4528,0.1056,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
103,0103_1.jpg,0103_2.jpg,0103_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
1896,1896_1.jpg,1896_2.jpg,1896_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
257,0257_1.jpg,0257_2.jpg,0257_rail.png,1.0,0.4062,0.2437,0.3139,0.1889,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
1702,1702_1.jpg,1702_2.jpg,1702_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
1182,1182_1.jpg,1182_2.jpg,1182_rail.png,1.0,0.4281,0.175,0.3792,0.1819,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
1239,1239_1.jpg,1239_2.jpg,1239_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
211,0211_1.jpg,0211_2.jpg,0211_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
1270,1270_1.jpg,1270_2.jpg,1270_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
850,0850_1.jpg,0850_2.jpg,0850_rail.png,1.0,0.3156,0.0742,0.5333,0.0861,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
306,0306_1.jpg,0306_2.jpg,0306_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
2192,2192_1.jpg,2192_2.jpg,2192_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
1651,1651_1.jpg,1651_2.jpg,1651_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
1867,1867_1.jpg,1867_2.jpg,1867_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
2074,2074_1.jpg,2074_2.jpg,2074_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
1405,1405_1.jpg,1405_2.jpg,1405_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
25,0025_1.jpg,0025_2.jpg,0025_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
1292,1292_1.jpg,1292_2.jpg,1292_rail.png,1.0,0.4891,0.1016,0.475,0.0944,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
431,0431_1.jpg,0431_2.jpg,0431_rail.png,1.0,0.2969,0.2094,0.3722,0.1542,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
588,0588_1.jpg,0588_2.jpg,0588_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
1785,1785_1.jpg,1785_2.jpg,1785_rail.png,1.0,0.0344,0.1633,0.4347,0.1361,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
1644,1644_1.jpg,1644_2.jpg,1644_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
130,0130_1.jpg,0130_2.jpg,0130_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
1068,1068_1.jpg,1068_2.jpg,1068_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
1028,1028_1.jpg,1028_2.jpg,1028_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
1244,1244_1.jpg,1244_2.jpg,1244_rail.png,1.0,0.4781,0.2156,0.3722,0.1833,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
320,0320_1.jpg,0320_2.jpg,0320_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
905,0905_1.jpg,0905_2.jpg,0905_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
891,0891_1.jpg,0891_2.jpg,0891_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
1468,1468_1.jpg,1468_2.jpg,1468_rail.png,1.0,0.2625,0.1094,0.3556,0.1,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
1587,1587_1.jpg,1587_2.jpg,1587_rail.png,1.0,0.5383,0.1875,0.4972,0.1167,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
848,0848_1.jpg,0848_2.jpg,0848_rail.png,1.0,0.3172,0.1109,0.5264,0.0944,1.0,0.4437,0.0719,0.5583,0.075,0.0,0.5,0.0,0.5,0.0
2149,2149_1.jpg,2149_2.jpg,2149_rail.png,1.0,0.5039,0.1391,0.4389,0.125,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
479,0479_1.jpg,0479_2.jpg,0479_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
1298,1298_1.jpg,1298_2.jpg,1298_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
890,0890_1.jpg,0890_2.jpg,0890_rail.png,1.0,0.4188,0.1141,0.45,0.0861,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
1957,1957_1.jpg,1957_2.jpg,1957_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
508,0508_1.jpg,0508_2.jpg,0508_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
125,0125_1.jpg,0125_2.jpg,0125_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
70,0070_1.jpg,0070_2.jpg,0070_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
1090,1090_1.jpg,1090_2.jpg,1090_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
2198,2198_1.jpg,2198_2.jpg,2198_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
2085,2085_1.jpg,2085_2.jpg,2085_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
430,0430_1.jpg,0430_2.jpg,0430_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
1336,1336_1.jpg,1336_2.jpg,1336_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
1133,1133_1.jpg,1133_2.jpg,1133_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
1496,1496_1.jpg,1496_2.jpg,1496_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
355,0355_1.jpg,0355_2.jpg,0355_rail.png,1.0,0.4234,0.0992,0.4194,0.0764,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
259,0259_1.jpg,0259_2.jpg,0259_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
1393,1393_1.jpg,1393_2.jpg,1393_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
1679,1679_1.jpg,1679_2.jpg,1679_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
2300,2300_1.jpg,2300_2.jpg,2300_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
884,0884_1.jpg,0884_2.jpg,0884_rail.png,1.0,0.5156,0.1125,0.4361,0.0986,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
1622,1622_1.jpg,1622_2.jpg,1622_rail.png,1.0,0.4227,0.1695,0.4125,0.1097,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
667,0667_1.jpg,0667_2.jpg,0667_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
1776,1776_1.jpg,1776_2.jpg,1776_rail.png,1.0,0.2586,0.157,0.3806,0.1222,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
802,0802_1.jpg,0802_2.jpg,0802_rail.png,1.0,0.4703,0.2781,0.2792,0.2944,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
2282,2282_1.jpg,2282_2.jpg,2282_rail.png,1.0,0.4391,0.1414,0.3417,0.1306,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
533,0533_1.jpg,0533_2.jpg,0533_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
1237,1237_1.jpg,1237_2.jpg,1237_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
1140,1140_1.jpg,1140_2.jpg,1140_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
1660,1660_1.jpg,1660_2.jpg,1660_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
271,0271_1.jpg,0271_2.jpg,0271_rail.png,1.0,0.1508,0.3984,0.3639,0.3,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
1655,1655_1.jpg,1655_2.jpg,1655_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
621,0621_1.jpg,0621_2.jpg,0621_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
461,0461_1.jpg,0461_2.jpg,0461_rail.png,1.0,0.1258,0.2266,0.3333,0.1972,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
965,0965_1.jpg,0965_2.jpg,0965_rail.png,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0
